ID,mese,annrif,progind,sesso,eta10,staciv4,reg,rip,istr4,condogg,posiz4,ateco3,cond4,ORARIO,RAPP,CODPROF7,progesc,DEST_EIE,DEST_ERE,DEST_EPR,MOTESC,PARTESC,NPARTESC,EMEZZO,TRIM
239,3,2014,1971,2,5,2,120,3,3,1,1,3,1,1,2,3,1,1,9,52,1,1,2,5,1
240,11,2014,1984,1,6,2,200,5,3,1,4,3,1,0,0,2,1,1,20,104,7,2,1,5,4
241,11,2014,2011,1,5,2,120,3,3,1,1,3,1,1,2,7,1,1,12,58,1,1,2,5,4
242,1,2014,2041,2,4,2,60,2,3,1,1,3,1,2,2,2,1,1,5,24,2,1,5,5,1
243,10,2014,2061,2,4,2,180,4,2,1,2,1,1,1,1,6,1,1,18,78,1,1,4,5,4
244,1,2014,2086,2,3,1,50,2,4,1,1,3,1,1,2,2,1,1,5,23,6,2,1,5,1
245,8,2014,2092,2,6,2,70,1,4,3,1,3,2,0,0,2,1,2,125,0,2,1,3,5,3
246,4,2014,2093,2,4,2,40,2,3,1,1,3,1,1,2,3,1,1,4,22,1,1,3,5,2
247,6,2014,2094,2,7,4,110,3,1,3,4,2,4,0,0,6,1,1,12,58,1,2,1,6,2
248,6,2014,2094,2,7,4,110,3,1,3,4,2,4,0,0,6,2,2,200,0,1,2,1,6,2
249,8,2014,2098,2,5,2,10,1,2,1,2,3,1,1,2,4,1,1,7,10,1,1,2,2,3
250,8,2014,2098,2,5,2,10,1,2,1,2,3,1,1,2,4,2,1,7,10,1,1,2,2,3
251,8,2014,2098,2,5,2,10,1,2,1,2,3,1,1,2,4,3,1,7,10,1,1,2,2,3
252,2,2014,2104,1,4,1,80,2,4,1,4,3,1,0,0,1,1,1,8,99,1,1,5,5,1
253,5,2014,2106,2,2,1,90,3,3,1,2,2,2,1,1,5,1,1,8,37,1,2,1,5,2
254,5,2014,2106,2,2,1,90,3,3,1,2,2,2,1,1,5,2,1,8,40,1,2,1,6,2
255,5,2014,2106,2,2,1,90,3,3,1,2,2,2,1,1,5,3,1,8,35,1,2,1,9,2
256,4,2014,2141,2,2,1,80,2,3,3,2,3,2,0,0,4,1,1,8,38,1,1,2,5,2
257,3,2014,2147,1,5,2,10,1,2,1,4,3,1,0,0,5,1,1,1,6,2,1,4,5,1
258,6,2014,2157,1,6,2,80,2,2,1,1,3,1,1,2,3,1,1,8,99,1,1,2,5,2
259,1,2014,2184,1,8,2,50,2,1,3,2,2,4,0,0,6,1,1,5,28,5,1,2,5,1
260,4,2014,2190,2,4,1,80,2,4,1,4,3,2,0,0,4,1,1,8,36,2,2,1,2,2
261,12,2014,2197,2,7,2,80,2,4,3,1,3,4,0,0,2,1,1,8,34,1,1,2,5,4
262,12,2014,2197,2,7,2,80,2,4,3,1,3,4,0,0,2,2,1,8,37,1,1,2,2,4
263,4,2014,2203,2,5,2,40,2,4,1,4,3,1,0,0,2,1,1,4,22,1,1,4,5,2
264,4,2014,2203,2,5,2,40,2,4,1,4,3,1,0,0,2,2,1,4,22,1,1,4,5,2
265,5,2014,2217,1,5,2,120,3,2,1,2,3,1,1,1,6,1,1,12,60,1,2,1,2,2
266,1,2014,2219,2,3,2,60,2,3,3,0,0,3,0,0,0,1,1,5,26,2,1,5,5,1
267,11,2014,2221,2,6,2,120,3,4,3,1,3,4,0,0,2,1,1,14,70,1,1,2,2,4
268,3,2014,2224,2,4,2,50,2,3,1,2,3,1,1,1,6,1,1,5,29,4,1,2,5,1
269,3,2014,2258,1,1,1,180,4,2,0,0,0,0,0,0,0,1,1,18,78,2,1,4,5,1
270,3,2014,2258,1,1,1,180,4,2,0,0,0,0,0,0,0,2,1,18,78,1,1,4,5,1
271,5,2014,2260,1,6,2,180,4,2,3,1,3,4,0,0,3,1,1,18,78,1,1,2,5,2
272,12,2014,2268,2,4,2,130,4,2,3,2,3,3,0,0,4,1,1,13,68,2,1,4,5,4
273,5,2014,2275,1,4,2,150,4,2,1,4,3,1,0,0,2,1,1,15,63,1,2,1,5,2
274,5,2014,2285,1,4,2,160,4,3,1,2,2,1,1,2,5,1,1,15,63,4,1,2,6,2
275,10,2014,2294,1,8,4,160,4,1,3,2,1,4,0,0,6,1,1,16,72,2,2,1,5,4
276,10,2014,2312,2,5,2,10,1,3,1,1,2,1,2,2,3,1,1,5,23,1,1,4,5,4
277,2,2014,2319,1,7,2,120,3,2,3,1,2,4,0,0,3,1,1,12,58,2,2,1,2,1
278,2,2014,2319,1,7,2,120,3,2,3,1,2,4,0,0,3,2,1,12,58,2,2,1,2,1
279,7,2014,2326,1,6,2,130,4,3,1,4,3,1,0,0,6,1,1,13,68,5,1,2,5,3
280,12,2014,2335,2,7,2,50,2,2,3,0,0,3,0,0,0,1,1,4,21,1,2,1,5,4
281,10,2014,2337,2,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,2,1,5,4
282,10,2014,2337,2,1,1,40,2,1,0,0,0,0,0,0,0,2,1,4,22,1,2,1,5,4
283,5,2014,2353,2,1,1,200,5,1,0,0,0,0,0,0,0,1,1,20,90,1,1,4,6,2
284,2,2014,2356,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,99,1,1,5,5,1
285,4,2014,2369,2,5,2,50,2,3,1,4,3,1,0,0,4,1,1,5,24,1,1,2,5,2
286,4,2014,2369,2,5,2,50,2,3,1,4,3,1,0,0,4,2,1,5,23,1,1,2,5,2
287,2,2014,2378,2,6,1,110,3,4,3,1,3,4,0,0,2,1,1,12,58,4,2,1,6,1
288,3,2014,2379,1,2,1,80,2,2,3,0,0,3,0,0,0,1,1,3,20,4,2,1,2,1
289,12,2014,2409,1,2,1,150,4,3,3,0,0,3,0,0,0,1,1,15,65,1,2,1,5,4
290,5,2014,2413,1,4,2,190,5,2,2,2,2,2,0,0,5,1,1,19,89,2,1,3,5,2
291,11,2014,2448,1,2,1,100,3,3,2,2,2,2,0,0,5,1,1,10,54,1,1,2,5,4
292,11,2014,2448,1,2,1,100,3,3,2,2,2,2,0,0,5,2,1,10,54,1,1,2,5,4
293,11,2014,2448,1,2,1,100,3,3,2,2,2,2,0,0,5,3,1,10,54,1,2,1,4,4
294,11,2014,2448,1,2,1,100,3,3,2,2,2,2,0,0,5,4,1,10,54,1,2,1,5,4
295,8,2014,2483,2,1,1,150,4,1,0,0,0,0,0,0,0,1,1,10,54,8,1,3,5,3
296,7,2014,2504,1,3,1,110,3,3,1,2,2,1,1,2,4,1,1,11,42,1,2,1,5,3
297,3,2014,2505,2,6,2,150,4,1,3,0,0,3,0,0,0,1,1,12,58,2,1,3,2,1
298,11,2014,2525,1,7,2,110,3,1,3,2,2,4,0,0,5,1,1,12,58,1,1,3,6,4
299,3,2014,2534,2,3,2,180,4,3,1,2,1,1,2,1,6,1,1,18,78,1,1,2,5,1
300,12,2014,2544,1,5,2,150,4,3,2,2,3,2,0,0,4,1,1,15,63,1,1,3,5,4
301,3,2014,2548,2,3,2,40,2,4,1,1,3,1,2,2,2,1,1,4,21,1,1,4,5,1
302,3,2014,2548,2,3,2,40,2,4,1,1,3,1,2,2,2,2,1,4,22,1,1,4,5,1
303,3,2014,2548,2,3,2,40,2,4,1,1,3,1,2,2,2,3,1,4,22,1,1,4,5,1
304,12,2014,2552,1,7,1,80,2,2,3,2,2,4,0,0,5,1,1,3,15,1,1,2,5,4
305,12,2014,2554,1,1,1,130,4,2,0,0,0,0,0,0,0,1,1,13,68,2,1,4,5,4
306,5,2014,2562,2,2,1,70,1,2,3,0,0,3,0,0,0,1,1,7,8,9,1,2,5,2
307,4,2014,2565,1,1,1,20,1,1,0,0,0,0,0,0,0,1,1,3,18,2,1,4,5,2
308,2,2014,2567,1,2,1,30,1,2,3,0,0,3,0,0,0,1,1,3,17,2,1,3,5,1
309,11,2014,2589,2,7,1,120,3,3,3,1,3,4,0,0,2,1,1,12,58,1,2,1,6,4
310,12,2014,2591,1,4,1,160,4,4,1,3,3,1,0,0,2,1,1,12,58,7,2,1,5,4
311,7,2014,2595,1,5,2,10,1,3,1,1,3,1,1,2,2,1,1,1,1,1,1,3,5,3
312,5,2014,2620,2,5,3,150,4,2,1,1,3,1,1,2,3,1,1,12,58,3,2,1,2,2
313,3,2014,2642,2,2,1,160,4,2,3,0,0,3,0,0,0,1,1,12,58,1,2,1,6,1
314,7,2014,2644,2,6,2,130,4,3,3,0,0,3,0,0,0,1,1,13,68,1,1,3,5,3
315,3,2014,2651,2,1,1,110,3,1,0,0,0,0,0,0,0,1,1,11,42,1,1,4,5,1
316,3,2014,2652,2,5,4,140,4,2,2,2,3,3,0,0,5,1,1,8,37,2,2,1,2,1
317,9,2014,2664,1,6,2,60,2,2,3,1,2,4,0,0,2,1,1,6,30,1,2,1,5,3
318,9,2014,2664,1,6,2,60,2,2,3,1,2,4,0,0,2,2,1,6,30,9,2,1,5,3
319,11,2014,2699,1,6,2,50,2,2,1,4,3,1,0,0,5,1,1,5,23,1,1,2,5,4
320,4,2014,2729,1,7,2,80,2,3,3,1,3,4,0,0,3,1,2,200,0,8,2,1,5,2
321,7,2014,2734,2,7,2,30,1,2,3,1,2,4,0,0,3,1,1,3,97,2,1,2,5,3
322,8,2014,2752,1,4,2,140,4,1,1,2,2,1,1,2,5,1,1,13,69,1,2,1,5,3
323,8,2014,2752,1,4,2,140,4,1,1,2,2,1,1,2,5,2,1,13,69,1,2,1,5,3
324,3,2014,2771,1,7,1,90,3,4,3,2,3,4,0,0,6,1,1,9,46,1,2,1,5,1
325,1,2014,2831,1,4,2,110,3,2,1,4,2,1,0,0,5,1,1,12,58,1,1,5,5,1
326,1,2014,2831,1,4,2,110,3,2,1,4,2,1,0,0,5,2,1,13,68,1,1,5,5,1
327,3,2014,2833,2,7,4,10,1,2,3,1,3,4,0,0,3,1,1,1,1,2,2,1,5,1
328,7,2014,2835,2,4,1,30,1,3,1,1,2,1,1,2,3,1,1,7,10,1,1,2,5,3
329,8,2014,2837,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,3,15,1,1,4,5,3
330,12,2014,2860,2,5,1,80,2,3,1,1,3,1,1,2,2,1,1,8,37,1,2,1,2,4
331,7,2014,2879,2,7,2,160,4,1,3,0,0,3,0,0,0,1,1,16,72,2,2,1,5,3
332,5,2014,2916,1,1,1,60,2,2,0,0,0,0,0,0,0,1,2,121,0,2,1,5,5,2
333,10,2014,2919,1,1,1,100,3,1,0,0,0,0,0,0,0,1,1,10,54,1,1,3,5,4
334,1,2014,2929,1,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,4,5,1
335,11,2014,2944,2,7,2,110,3,1,3,2,2,4,0,0,5,1,1,9,48,1,1,2,5,4
336,10,2014,2947,1,1,1,170,4,1,0,0,0,0,0,0,0,1,1,17,76,2,1,4,5,4
337,2,2014,2971,1,5,1,40,2,3,1,2,3,1,1,2,4,1,1,4,22,1,1,3,5,1
338,9,2014,2992,1,6,2,50,2,4,1,1,3,1,1,2,2,1,1,5,23,1,1,2,5,3
339,9,2014,2992,1,6,2,50,2,4,1,1,3,1,1,2,2,2,1,5,27,1,1,2,5,3
340,5,2014,2996,2,5,2,80,2,4,1,1,3,1,1,2,3,1,1,12,58,3,1,5,6,2
341,9,2014,2998,1,4,2,40,2,3,1,2,2,1,1,2,6,1,1,4,22,1,1,4,5,3
342,9,2014,2998,1,4,2,40,2,3,1,2,2,1,1,2,6,2,1,4,22,1,1,4,5,3
343,5,2014,2999,1,6,2,150,4,4,1,3,3,1,0,0,2,1,1,15,65,1,2,1,5,2
344,4,2014,3000,1,6,2,10,1,3,1,1,3,1,2,2,3,1,1,1,5,1,1,2,5,2
345,2,2014,3002,2,6,2,40,2,1,3,2,2,4,0,0,5,1,1,5,23,4,2,1,2,1
346,5,2014,3006,1,1,1,60,2,1,0,0,0,0,0,0,0,1,2,121,0,2,1,5,5,2
347,6,2014,3008,2,2,1,150,4,3,2,4,3,2,0,0,2,1,1,15,63,1,2,1,5,2
348,4,2014,3020,1,6,2,150,4,4,1,3,3,1,0,0,2,1,1,15,62,2,1,4,5,2
349,8,2014,3040,1,5,2,50,2,3,1,4,2,1,0,0,5,1,1,5,27,1,1,3,5,3
350,7,2014,3041,2,7,2,40,2,3,3,1,3,4,0,0,2,1,1,4,21,2,1,2,2,3
351,7,2014,3041,2,7,2,40,2,3,3,1,3,4,0,0,2,2,1,4,22,2,1,2,2,3
352,7,2014,3041,2,7,2,40,2,3,3,1,3,4,0,0,2,3,1,4,21,2,1,2,2,3
353,7,2014,3043,1,3,1,60,2,4,1,1,3,1,1,2,2,1,1,4,999,1,2,1,5,3
354,9,2014,3044,2,4,1,50,2,3,1,1,3,1,1,2,3,1,1,4,22,2,1,3,5,3
355,2,2014,3064,1,5,2,70,1,3,1,1,2,1,1,2,3,1,1,7,11,1,1,4,5,1
356,2,2014,3064,1,5,2,70,1,3,1,1,2,1,1,2,3,2,1,7,11,1,1,4,5,1
357,2,2014,3066,2,3,2,140,4,3,1,1,3,1,2,2,4,1,1,13,66,2,2,1,5,1
358,2,2014,3066,2,3,2,140,4,3,1,1,3,1,2,2,4,2,1,13,66,1,2,1,5,1
359,2,2014,3066,2,3,2,140,4,3,1,1,3,1,2,2,4,3,1,13,66,1,2,1,5,1
360,11,2014,3073,1,6,2,50,2,2,3,2,3,4,0,0,5,1,1,8,36,2,1,2,5,4
361,1,2014,3083,2,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,4,5,1
362,5,2014,3092,2,6,2,120,3,4,1,1,3,1,1,2,2,1,1,12,56,1,1,2,5,2
363,8,2014,3110,1,4,2,10,1,2,1,4,1,1,0,0,5,1,1,1,1,1,1,4,5,3
364,5,2014,3132,1,6,2,10,1,3,3,1,2,4,0,0,2,1,1,1,6,1,1,3,5,2
365,2,2014,3151,1,1,1,50,2,1,0,0,0,0,0,0,0,1,1,6,30,9,1,3,10,1
366,3,2014,3154,2,7,2,70,1,3,3,1,3,4,0,0,2,1,1,9,46,2,1,2,5,1
367,7,2014,3157,1,5,2,60,2,2,1,3,1,1,0,0,5,1,1,6,93,1,2,1,5,3
368,4,2014,3162,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,11,109,2,1,3,5,2
369,5,2014,3167,2,4,2,40,2,3,1,1,3,1,1,2,3,1,1,3,15,2,1,2,5,2
370,9,2014,3173,2,7,2,50,2,3,3,1,3,3,0,0,2,1,2,121,0,1,1,2,5,3
371,5,2014,3174,2,6,2,10,1,3,3,0,0,4,0,0,0,1,1,1,6,1,1,3,5,2
372,2,2014,3178,1,4,2,180,4,2,1,2,1,1,1,1,5,1,1,18,78,1,1,5,5,1
373,7,2014,3180,1,4,1,120,3,3,1,1,3,1,1,2,3,1,1,15,61,2,2,1,5,3
374,6,2014,3202,1,7,2,30,1,3,3,1,3,4,0,0,1,1,1,5,28,2,1,2,5,2
375,5,2014,3214,2,6,2,30,1,3,1,1,3,1,2,2,2,1,1,3,20,1,1,3,5,2
376,5,2014,3214,2,6,2,30,1,3,1,1,3,1,2,2,2,2,1,7,10,1,1,3,5,2
377,3,2014,3231,1,6,2,80,2,2,1,4,3,1,0,0,4,1,1,8,37,2,1,2,5,1
378,1,2014,3243,1,2,1,50,2,2,3,0,0,3,0,0,0,1,1,5,27,1,1,3,5,1
379,12,2014,3270,1,6,2,120,3,2,1,3,3,1,0,0,5,1,1,12,60,2,1,2,5,4
380,12,2014,3270,1,6,2,120,3,2,1,3,3,1,0,0,5,2,1,12,58,2,1,2,5,4
381,5,2014,3273,2,1,1,170,4,1,0,0,0,0,0,0,0,1,1,16,74,8,1,4,6,2
382,12,2014,3281,1,2,1,20,1,2,3,0,0,3,0,0,0,1,1,1,3,6,1,4,5,4
383,2,2014,3313,2,7,2,30,1,1,3,0,0,3,0,0,0,1,1,3,17,2,1,2,5,1
384,2,2014,3320,1,7,2,180,4,1,3,2,3,4,0,0,5,1,1,18,78,2,1,2,5,1
385,2,2014,3333,2,4,2,160,4,3,3,2,1,2,0,0,6,1,1,16,71,1,1,4,5,1
386,2,2014,3346,2,3,1,130,4,4,1,1,3,3,2,2,3,1,1,13,68,6,2,1,5,1
387,3,2014,3347,1,3,1,80,2,2,1,3,2,1,0,0,1,1,1,8,37,1,2,1,5,1
388,9,2014,3370,1,5,2,170,4,3,1,2,1,1,1,1,6,1,1,17,77,1,1,4,5,3
389,8,2014,3371,1,4,2,190,5,2,1,2,2,1,1,2,5,1,1,19,87,1,1,3,5,3
390,8,2014,3371,1,4,2,190,5,2,1,2,2,1,1,2,5,2,1,19,87,2,1,3,5,3
391,8,2014,3382,1,7,2,30,1,4,3,3,3,4,0,0,2,1,1,9,46,2,1,2,5,3
392,3,2014,3384,1,1,1,60,2,1,0,0,0,0,0,0,0,1,1,6,30,1,1,4,5,1
393,6,2014,3393,2,6,2,180,4,1,3,2,1,2,0,0,6,1,1,18,78,3,2,1,6,2
394,4,2014,3401,2,6,2,50,2,3,3,4,2,4,0,0,2,1,1,5,27,1,1,2,5,2
395,4,2014,3401,2,6,2,50,2,3,3,4,2,4,0,0,2,2,1,5,27,1,1,2,5,2
396,3,2014,3402,1,2,1,180,4,3,2,2,2,2,0,0,5,1,1,18,78,1,1,2,5,1
397,5,2014,3409,2,7,2,30,1,2,3,4,2,4,0,0,5,1,1,7,9,1,1,2,5,2
398,6,2014,3412,2,6,2,30,1,3,3,1,3,3,0,0,3,1,1,8,36,2,2,1,5,2
399,6,2014,3412,2,6,2,30,1,3,3,1,3,3,0,0,3,2,1,8,36,2,2,1,5,2
400,4,2014,3422,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,40,1,1,3,5,2
401,8,2014,3427,2,2,1,30,1,3,3,0,0,3,0,0,0,1,2,125,0,2,1,3,2,3
402,8,2014,3453,2,1,1,100,3,1,0,0,0,0,0,0,0,1,1,9,53,1,1,4,5,3
403,7,2014,3458,1,2,1,70,1,2,3,0,0,3,0,0,0,1,1,3,15,1,1,2,2,3
404,4,2014,3460,2,4,2,150,4,3,3,0,0,3,0,0,0,1,1,15,63,3,1,3,6,2
405,2,2014,3485,1,6,3,30,1,4,1,1,3,1,1,2,2,1,2,200,0,1,2,1,5,1
406,3,2014,3505,2,3,1,60,2,3,3,0,0,3,0,0,0,1,1,5,27,1,2,1,5,1
407,5,2014,3524,2,6,2,60,2,3,3,2,3,4,0,0,2,1,1,11,41,1,1,2,8,2
408,1,2014,3530,2,4,2,110,3,4,1,1,3,1,2,2,2,1,1,11,44,1,1,4,2,1
409,8,2014,3539,1,8,2,200,5,1,3,2,2,4,0,0,5,1,1,20,104,2,2,1,5,3
410,8,2014,3539,1,8,2,200,5,1,3,2,2,4,0,0,5,2,1,20,104,2,2,1,5,3
411,8,2014,3539,1,8,2,200,5,1,3,2,2,4,0,0,5,3,1,20,104,2,2,1,5,3
412,8,2014,3539,1,8,2,200,5,1,3,2,2,4,0,0,5,4,1,20,104,2,2,1,5,3
413,4,2014,3542,1,3,1,50,2,2,1,4,2,1,0,0,5,1,1,5,26,2,2,1,5,2
414,4,2014,3542,1,3,1,50,2,2,1,4,2,1,0,0,5,2,1,5,26,2,2,1,5,2
415,3,2014,3551,1,7,2,140,4,2,3,3,1,4,0,0,1,1,1,13,66,5,1,2,5,1
416,8,2014,3558,2,5,2,50,2,2,1,4,2,1,0,0,1,1,1,5,27,1,1,3,5,3
417,8,2014,3558,2,5,2,50,2,2,1,4,2,1,0,0,1,2,1,5,27,1,1,3,5,3
418,8,2014,3558,2,5,2,50,2,2,1,4,2,1,0,0,1,3,1,5,23,1,1,3,5,3
419,7,2014,3562,2,6,2,150,4,4,3,1,3,4,0,0,2,1,1,15,63,1,1,3,5,3
420,10,2014,3590,1,4,2,10,1,4,1,1,3,1,1,2,2,1,1,3,16,1,1,2,5,4
421,10,2014,3590,1,4,2,10,1,4,1,1,3,1,1,2,2,2,1,1,5,1,1,2,5,4
422,2,2014,3628,2,5,2,50,2,3,1,1,1,1,1,2,3,1,1,5,26,1,2,1,5,1
423,5,2014,3632,1,5,2,70,1,3,1,1,3,1,1,2,3,1,1,1,4,1,1,2,5,2
424,1,2014,3633,2,4,2,40,2,4,1,1,3,1,1,2,2,1,1,4,22,1,1,4,5,1
425,8,2014,3635,1,3,2,80,2,4,1,1,3,1,1,2,1,1,1,9,49,1,1,2,5,3
426,7,2014,3656,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,3,13,1,1,3,2,3
427,5,2014,3663,2,6,3,50,2,3,1,4,3,1,0,0,4,1,1,5,23,1,2,1,5,2
428,5,2014,3663,2,6,3,50,2,3,1,4,3,1,0,0,4,2,1,3,17,7,2,1,5,2
429,7,2014,3672,1,4,2,150,4,3,1,4,3,1,0,0,5,1,1,15,65,1,1,2,5,3
430,6,2014,3681,1,5,2,120,3,1,1,2,1,1,1,2,5,1,1,12,58,2,1,2,5,2
431,6,2014,3681,1,5,2,120,3,1,1,2,1,1,1,2,5,2,1,12,58,2,1,2,5,2
432,5,2014,3691,2,5,2,50,2,1,3,0,0,3,0,0,0,1,1,5,23,1,2,1,6,2
433,9,2014,3693,1,6,1,60,2,4,1,1,3,1,1,2,2,1,1,6,30,1,2,1,5,3
434,9,2014,3693,1,6,1,60,2,4,1,1,3,1,1,2,2,2,2,121,0,1,2,1,5,3
435,9,2014,3693,1,6,1,60,2,4,1,1,3,1,1,2,2,3,1,6,93,1,2,1,5,3
436,9,2014,3693,1,6,1,60,2,4,1,1,3,1,1,2,2,4,1,5,27,1,2,1,2,3
437,2,2014,3712,2,6,2,100,3,2,3,0,0,3,0,0,0,1,1,9,52,1,1,2,5,1
438,11,2014,3713,2,2,1,50,2,2,3,0,0,3,0,0,0,1,1,5,27,1,1,3,5,4
439,12,2014,3720,2,5,2,50,2,2,1,1,3,1,1,2,3,1,2,121,0,2,1,2,5,4
440,5,2014,3727,2,5,2,110,3,4,1,1,3,1,1,2,2,1,1,8,99,1,2,1,5,2
441,5,2014,3727,2,5,2,110,3,4,1,1,3,1,1,2,2,2,1,8,39,1,2,1,5,2
442,8,2014,3728,2,5,2,190,5,2,3,0,0,3,0,0,0,1,1,19,87,1,1,2,5,3
443,10,2014,3739,1,5,1,40,2,2,1,2,2,1,1,2,5,1,1,4,22,1,1,2,5,4
444,10,2014,3753,1,4,2,150,4,3,1,1,3,1,1,2,2,1,1,15,61,6,1,4,5,4
445,10,2014,3753,1,4,2,150,4,3,1,1,3,1,1,2,2,2,1,15,63,6,1,4,5,4
446,10,2014,3753,1,4,2,150,4,3,1,1,3,1,1,2,2,3,1,15,63,1,1,4,5,4
447,9,2014,3761,2,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,4,5,3
448,9,2014,3761,2,1,1,40,2,1,0,0,0,0,0,0,0,2,1,4,22,1,1,4,5,3
449,5,2014,3771,1,4,2,150,4,3,1,2,3,1,1,1,5,1,1,15,63,1,1,5,5,2
450,10,2014,3784,1,8,2,50,2,1,3,2,2,4,0,0,5,1,1,5,999,2,1,2,5,4
451,10,2014,3811,1,4,2,150,4,2,1,2,2,1,1,1,6,1,1,15,63,7,2,1,5,4
452,6,2014,3816,2,6,2,80,2,2,3,2,3,4,0,0,6,1,1,8,39,1,1,2,5,2
453,6,2014,3816,2,6,2,80,2,2,3,2,3,4,0,0,6,2,1,8,39,1,1,2,5,2
454,5,2014,3824,1,7,1,160,4,4,3,1,3,4,0,0,2,1,1,16,71,1,2,1,5,2
455,2,2014,3826,2,3,1,50,2,3,1,4,3,1,0,0,2,1,1,5,999,1,1,2,5,1
456,5,2014,3828,1,1,1,140,4,1,0,0,0,0,0,0,0,1,1,12,58,3,1,3,2,2
457,3,2014,3852,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,1,1,2,1,5,5,1
458,8,2014,3855,2,2,1,140,4,3,3,0,0,3,0,0,0,1,1,1,2,1,2,1,2,3
459,1,2014,3861,2,6,3,40,2,3,1,1,3,1,1,2,2,1,1,4,21,9,2,1,5,1
460,4,2014,3885,2,7,4,80,2,1,3,2,3,4,0,0,5,1,1,5,28,3,2,1,5,2
461,5,2014,3898,1,4,2,190,5,3,1,2,3,1,1,2,5,1,1,19,87,1,1,3,5,2
462,9,2014,3909,2,4,1,60,2,3,1,2,2,1,1,2,5,1,1,6,30,1,2,1,5,3
463,3,2014,3916,1,5,1,80,2,3,1,1,3,1,1,2,5,1,1,3,14,1,2,1,6,1
464,11,2014,3928,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,2,1,4,5,4
465,9,2014,3938,2,6,2,40,2,4,1,2,3,1,1,2,6,1,1,4,22,2,1,2,10,3
466,1,2014,3945,2,4,2,30,1,2,1,2,3,1,2,1,6,1,1,3,20,2,1,4,5,1
467,2,2014,3947,1,5,1,40,2,3,1,3,3,1,0,0,2,1,1,4,21,7,2,1,5,1
468,2,2014,3947,1,5,1,40,2,3,1,3,3,1,0,0,2,2,1,4,21,7,2,1,5,1
469,2,2014,3947,1,5,1,40,2,3,1,3,3,1,0,0,2,3,1,4,22,7,2,1,5,1
470,2,2014,3947,1,5,1,40,2,3,1,3,3,1,0,0,2,4,1,4,22,7,2,1,5,1
471,2,2014,3947,1,5,1,40,2,3,1,3,3,1,0,0,2,5,1,4,22,7,2,1,5,1
472,7,2014,3971,1,2,1,70,1,2,3,0,0,3,0,0,0,1,1,9,46,9,1,3,5,3
473,7,2014,3971,1,2,1,70,1,2,3,0,0,3,0,0,0,2,1,8,34,9,1,3,5,3
474,1,2014,3974,2,2,1,40,2,1,3,0,0,3,0,0,0,1,1,4,22,2,2,1,5,1
475,1,2014,3974,2,2,1,40,2,1,3,0,0,3,0,0,0,2,1,4,22,2,2,1,5,1
476,4,2014,3999,2,6,2,60,2,3,3,1,3,4,0,0,3,1,1,5,25,1,1,2,6,2
477,12,2014,4023,2,2,1,40,2,2,3,0,0,3,0,0,0,1,1,4,22,1,1,2,5,4
478,12,2014,4023,2,2,1,40,2,2,3,0,0,3,0,0,0,2,1,4,22,1,1,2,5,4
479,12,2014,4023,2,2,1,40,2,2,3,0,0,3,0,0,0,3,1,4,22,1,1,2,5,4
480,12,2014,4023,2,2,1,40,2,2,3,0,0,3,0,0,0,4,1,4,22,1,1,2,5,4
481,4,2014,4027,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,5,23,1,1,4,5,2
482,10,2014,4047,1,6,2,30,1,3,1,3,3,1,0,0,2,1,1,1,103,1,1,4,5,4
483,3,2014,4049,2,4,2,60,2,4,1,3,3,1,0,0,2,1,1,6,32,1,2,1,5,1
484,3,2014,4049,2,4,2,60,2,4,1,3,3,1,0,0,2,2,1,1,1,5,2,1,5,1
485,3,2014,4049,2,4,2,60,2,4,1,3,3,1,0,0,2,3,1,5,27,1,2,1,5,1
486,3,2014,4075,2,6,2,40,2,2,1,1,3,1,2,1,4,1,1,4,22,8,2,1,5,1
487,3,2014,4075,2,6,2,40,2,2,1,1,3,1,2,1,4,2,1,4,22,8,2,1,5,1
488,3,2014,4076,1,1,1,130,4,1,0,0,0,0,0,0,0,1,1,13,67,1,1,4,5,1
489,6,2014,4099,1,6,1,180,4,2,3,2,3,4,0,0,5,1,1,18,78,2,2,1,7,2
490,11,2014,4111,2,4,1,100,3,4,1,1,3,2,2,2,4,1,1,12,58,6,2,1,5,4
491,10,2014,4115,2,7,2,70,1,2,3,0,0,3,0,0,0,1,1,9,45,2,1,2,5,4
492,10,2014,4115,2,7,2,70,1,2,3,0,0,3,0,0,0,2,1,7,11,5,1,2,5,4
493,2,2014,4146,2,6,3,80,2,4,3,1,3,4,0,0,1,1,1,8,37,6,2,1,2,1
494,1,2014,4167,1,7,2,80,2,3,3,4,2,4,0,0,2,1,1,8,36,2,1,2,5,1
